Credit Score,Finance Type,LTV,Binded GAP
656,Refi,1.265,0.74
656,Refi,1.284,0.74
656,Refi,1.287,0.74
656,Refi,1.304,0.74
656,Refi,1.309,0.74
657,Purchase,0.589,1
657,Purchase,0.607,1
657,Purchase,0.746,0.8
657,Purchase,0.802,0.8
657,Purchase,1.421,1
657,Purchase,1.270,0
657,Refi,1.614,0
657,Refi,1.184,0
657,Refi,0.865,0.78
657,Refi,0.960,0.82
657,Purchase,1.160,0.63
657,Purchase,1.163,0
657,Purchase,1.191,0.63
657,Refi,1.115,0.68
657,Refi,1.467,0
657,Refi,1.470,0
657,Refi,1.396,0
657,Refi,1.40760,0.7
657,Refi,1.271,0.74
657,Refi,1.284,0
657,Refi,1.290,0
658,Purchase,0.909,0
658,Purchase,1.237,0.25
658,Purchase,1.247,0
658,Refi,0.871,0.78
658,Purchase,1.073,0.69
658,Refi,1.028,0.82
658,Refi,1.411,0.66
658,Refi,1.450,0
658,Refi,1.40412,0.7
658,Refi,0.849,0.78
658,Refi,1.101,0.82
658,Purchase,1.179,0.63
658,Refi,1.078,0.82
658,Refi,1.099,0.82
658,Refi,1.425,0.66
658,Refi,1.475,0
658,Refi,1.50292,0.66
658,Refi,1.287,0.74
658,Refi,1.295,0
659,Purchase,0.744,0.8
659,Purchase,0.991,0.57
659,Refi,1.345,0
659,Refi,0.902,0.78
659,Refi,0.907,0
659,Refi,0.968,0.82
659,Purchase,1.038,0.69
659,Purchase,1.145,0.63
659,Refi,1.210,0
659,Refi,1.315,0.7
659,Refi,1.338,0.7
659,Refi,1.349,0.7
659,Refi,1.358,0.7
659,Refi,1.40537,0.7
659,Refi,1.235,0
659,Refi,1.264,0.74
659,Refi,1.272,0.74
660,Purchase,0.738,0
660,Purchase,0.759,0.8
660,Purchase,1.502,1
660,Purchase,0.868,0.38
660,Purchase,1.247,0
660,Purchase,1.312,0
660,Purchase,0.822,0
660,Purchase,0.908,0
660,Refi,1.481,0
660,Refi,0.916,0
660,Refi,1.014,0.82
660,Refi,1.045,0.82
660,Purchase,1.064,0.69
660,Purchase,1.088,0.69
660,Purchase,1.189,0.63
660,Refi,1.165,0
660,Refi,1.191,0
660,Refi,1.442,0.66
660,Refi,1.458,0.66
660,Refi,1.342,0
660,Refi,1.220,0.74
661,Refi,0.509,1
661,Refi,0.784,0.6
661,Purchase,0.888,0.67
661,Refi,0.921,0.5
661,Purchase,0.697,1
661,Purchase,1.166,0.55
661,Purchase,1.167,0
661,Refi,1.172,0
661,Refi,1.481,0
661,Purchase,1.312,0.5
661,Purchase,0.940,0
661,Purchase,0.981,0
661,Refi,1.079,0
661,Refi,1.341,0.76
661,Refi,1.112,0
661,Refi,1.143,0.75
661,Refi,1.153,0.75
661,Refi,1.165,0.75
661,Refi,1.198,0
661,Refi,1.242,0
661,Refi,1.270,0
661,Refi,1.435,0.72
662,Purchase,0.477,1
662,Purchase,0.513,0
662,Purchase,0.587,0.33
662,Refi,0.779,0
662,Refi,0.831,0.88
662,Refi,1.585,0
662,Refi,1.826,0
662,Purchase,1.457,0
662,Purchase,1.250,0
662,Purchase,0.963,0
662,Purchase,1.109,0.53
662,Refi,1.262,0
662,Purchase,1.368,0.5
662,Purchase,1.121,0.55
662,Refi,1.364,0.76
662,Refi,1.374,0.76
662,Refi,1.40517,0.76
662,Purchase,1.033,0
662,Purchase,1.049,0
662,Refi,1.176,0.75
662,Refi,1.176,0.75
662,Refi,1.181,0.75
662,Refi,1.206,0.75
662,Refi,1.267,0.71
662,Refi,1.286,0
662,Refi,1.430,0
662,Refi,1.435,0.72
663,Purchase,0.577,0
663,Purchase,0.744,0.67
663,Purchase,1.418,0.67
663,Purchase,0.892,0
663,Refi,0.980,0.5
663,Refi,0.894,0.88
663,Refi,0.824,0.88
663,Refi,0.829,0.88
663,Refi,1.039,0
663,Refi,1.309,0
663,Purchase,1.310,0.5
663,Purchase,1.252,0
663,Refi,1.355,0.76
663,Refi,1.362,0
663,Purchase,1.073,0.53
663,Purchase,1.074,0.53
663,Purchase,1.078,0
663,Refi,1.147,0.75
663,Refi,1.205,0
663,Refi,1.473,0.72
664,Purchase,0.851,0.67
664,Refi,1.003,0
664,Refi,1.027,0.5
664,Refi,1.064,0.5
664,Refi,1.216,0.71
664,Refi,1.427,0.72
664,Purchase,1.329,0.5
664,Purchase,1.208,0
664,Purchase,1.262,0
664,Purchase,0.953,0.46
664,Refi,1.337,0
664,Refi,1.348,0.76
664,Refi,1.348,0.76
664,Purchase,1.089,0
664,Refi,1.111,0.75
664,Refi,1.127,0.75
664,Refi,1.133,0.75
664,Refi,1.441,0
664,Refi,1.472,0.72
665,Purchase,0.791,0.67
665,Purchase,1.420,0.67
665,Purchase,0.840,0
665,Purchase,0.884,0.67
665,Refi,0.870,0.88
665,Refi,1.538,0
665,Refi,1.545,0
665,Purchase,1.373,0
665,Refi,1.124,0.75
665,Refi,1.219,0.71
665,Refi,1.427,0.72
665,Refi,1.441,0
665,Purchase,1.196,0
665,Purchase,1.237,0
665,Purchase,0.962,0.46
665,Purchase,0.994,0
665,Refi,1.024,0
665,Refi,1.051,0
665,Refi,1.096,0
665,Refi,1.101,0.5
665,Refi,1.373,0.76
665,Purchase,1.015,0
665,Refi,1.235,0.71
665,Refi,1.434,0.72
665,Refi,1.447,0.72
665,Refi,1.455,0
665,Refi,1.455,0.72
666,Refi,0.704,0
666,Purchase,1.561,1
666,Refi,0.765,0
666,Refi,0.770,0.6
666,Refi,0.966,0
666,Refi,0.820,0.88
666,Refi,0.853,0
666,Refi,1.579,0.25
666,Purchase,0.824,0.67
666,Refi,1.510,0
666,Refi,1.545,0
666,Purchase,1.156,0
666,Purchase,1.101,0.53
666,Refi,1.421,0
666,Refi,1.50388,0
666,Purchase,1.352,0.5
666,Purchase,1.152,0
666,Purchase,1.242,0.18
666,Purchase,0.943,0.46
666,Purchase,0.976,0
666,Refi,1.030,0.5
666,Refi,1.054,0.5
666,Refi,1.079,0.5
666,Refi,1.337,0
666,Purchase,1.013,0
666,Purchase,1.057,0.53
666,Refi,1.181,0.75
666,Refi,1.265,0.71
666,Refi,1.450,0.72
667,Purchase,0.708,1
667,Refi,0.797,0.6
667,Refi,1.537,0
667,Purchase,1.306,0
667,Purchase,0.949,0.46
667,Refi,1.319,0
667,Purchase,1.050,0
667,Refi,1.197,0
667,Refi,1.038,0.5
667,Refi,1.085,0
667,Purchase,1.152,0.55
667,Purchase,1.247,0.18
667,Purchase,1.301,0
667,Refi,1.313,0.76
667,Refi,1.235,0.71
667,Refi,1.290,0.71
667,Refi,1.477,0.72
668,Refi,0.963,0
668,Purchase,1.337,0
668,Purchase,0.986,0.46
668,Purchase,1.042,0.53
668,Refi,1.245,0.71
668,Purchase,1.314,0
668,Refi,1.079,0
668,Purchase,1.169,0.55
668,Purchase,1.203,0.55
668,Purchase,1.261,0
668,Purchase,0.994,0
668,Refi,1.377,0.76
668,Purchase,1.103,0.53
668,Refi,1.120,0.75
668,Refi,1.232,0.71
668,Refi,1.424,0.72
668,Refi,1.477,0.72
669,Refi,1.651,1
669,Refi,1.285,0.71
669,Purchase,1.404,0
669,Purchase,1.194,0.55
669,Purchase,0.973,0.46
669,Refi,1.40956,0.76
669,Purchase,1.038,0.53
669,Refi,1.172,0.75
669,Refi,1.211,0.71
669,Refi,1.242,0.71
669,Refi,1.293,0.71
669,Refi,1.436,0.72
669,Refi,1.491,0.72
669,Refi,1.494,0.72
670,Purchase,0.668,1
670,Purchase,0.732,0
670,Refi,0.954,0.5
670,Refi,0.889,0.88
670,Refi,1.536,0.25
670,Purchase,1.401,0
670,Purchase,1.034,0.53
670,Refi,1.246,0
670,Purchase,1.226,0
670,Purchase,1.226,0
670,Purchase,0.962,0
670,Refi,1.366,0.76
670,Refi,1.381,0.76
670,Purchase,1.067,0
670,Refi,1.224,0.71
670,Refi,1.262,0.71
670,Refi,1.438,0.72
670,Refi,1.476,0.72
671,Purchase,1.410,1
671,Purchase,1.529,0.67
671,Purchase,0.875,0.88
671,Purchase,1.412,1
671,Purchase,0.977,0.53
671,Refi,1.452,0.67
671,Refi,1.199,0.84
671,Refi,1.046,0.64
671,Refi,1.096,0.64
671,Purchase,1.029,0.45
671,Purchase,1.103,0
671,Purchase,1.329,0
671,Purchase,0.943,0.53
671,Refi,1.415,0.67
671,Refi,1.431,0
671,Refi,1.445,0.67
671,Refi,1.455,0.67
671,Refi,1.358,0
671,Purchase,1.114,0.58
671,Refi,1.212,0.85
671,Refi,1.234,0.85
671,Refi,1.304,0.85
672,Refi,0.897,0.67
672,Refi,0.962,0
672,Refi,0.990,0.4
672,Purchase,0.904,0.88
672,Purchase,0.894,0.88
672,Refi,1.032,0
672,Purchase,1.154,0.58
672,Purchase,1.030,0.45
672,Purchase,1.350,0.75
672,Refi,1.431,0
672,Refi,1.334,0.79
672,Refi,1.360,0.79
672,Refi,1.394,0.79
672,Refi,1.40527,0
672,Purchase,1.188,0.58
672,Purchase,1.197,0
672,Purchase,1.208,0
672,Refi,1.146,0
672,Refi,1.153,0.84
672,Refi,1.201,0.84
672,Refi,1.206,0.84
672,Refi,1.209,0.84
672,Refi,1.230,0.85
672,Refi,1.252,0.85
672,Refi,1.253,0.85
672,Refi,1.279,0.85
672,Refi,1.287,0.85
672,Refi,1.307,0
672,Refi,1.308,0.85
673,Refi,0.706,1
673,Refi,0.985,0.4
673,Purchase,1.562,0.67
673,Purchase,1.306,0.75
673,Purchase,1.213,0.75
673,Refi,1.059,0
673,Purchase,1.000,0.53
673,Purchase,1.200,0.58
673,Purchase,1.336,0.75
673,Refi,1.472,0.67
673,Refi,1.476,0
673,Refi,1.337,0
673,Refi,1.345,0.79
673,Refi,1.393,0.79
673,Refi,1.132,0.84
674,Refi,0.900,0.67
674,Purchase,1.549,0.67
674,Purchase,0.846,0.88
674,Purchase,0.855,0.88
674,Purchase,1.214,0
674,Refi,1.434,0.67
674,Refi,1.364,0.79
674,Refi,1.186,0.84
674,Refi,1.028,0
674,Purchase,1.035,0
674,Purchase,0.914,0.53
674,Purchase,0.915,0
674,Refi,1.370,0.79
674,Refi,1.381,0.79
674,Purchase,1.196,0
674,Refi,1.124,0.84
674,Refi,1.190,0.84
674,Refi,1.205,0.84
675,Purchase,0.740,0
675,Purchase,0.786,0.6
675,Purchase,0.897,0.88
675,Purchase,1.019,0.45
675,Purchase,1.103,0
675,Purchase,1.347,0
675,Refi,1.137,0.84
675,Refi,1.265,0
675,Purchase,1.395,0.75
675,Refi,1.342,0.79
675,Purchase,1.117,0
675,Purchase,1.139,0
675,Refi,1.164,0
675,Refi,1.208,0.84
675,Refi,1.209,0.84
675,Refi,1.242,0.85
675,Refi,1.253,0
675,Refi,1.263,0.85
676,Refi,0.399,0
676,Refi,1.664,1
676,Refi,0.617,1
676,Purchase,0.806,0.6
676,Purchase,1.514,0
676,Purchase,1.418,1
676,Purchase,1.006,0
676,Refi,1.336,0.79
676,Refi,1.369,0.79
676,Purchase,1.113,0.58
676,Purchase,1.152,0
676,Purchase,1.162,0.58
676,Purchase,1.107,0
676,Purchase,1.370,0.75
676,Refi,1.428,0
676,Purchase,1.164,0.58
676,Purchase,1.202,0
676,Refi,1.164,0.84
676,Refi,1.166,0.84
676,Refi,1.224,0.85
676,Refi,1.245,0.85
676,Refi,1.247,0.85
676,Refi,1.284,0.85
677,Purchase,1.672,1
677,Refi,1.519,0.5
677,Refi,1.615,1
677,Purchase,1.461,1
677,Refi,0.977,0
677,Purchase,1.246,0.75
677,Purchase,1.297,0
677,Refi,0.869,0
677,Purchase,1.327,0.75
677,Purchase,1.400,0.75
677,Purchase,0.967,0
677,Refi,1.315,0.79
677,Purchase,1.202,0.58
677,Refi,1.133,0.84
677,Refi,1.082,0.64
677,Refi,1.089,0.64
677,Refi,1.097,0.64
677,Purchase,1.094,0
677,Refi,1.101,0.64
677,Refi,1.414,0.67
677,Refi,1.480,0
677,Refi,1.326,0.79
677,Refi,1.371,0.79
677,Refi,1.380,0.79
677,Refi,1.40663,0.79
677,Purchase,1.115,0.58
677,Purchase,1.155,0.58
677,Refi,1.173,0.84
677,Refi,1.175,0.84
677,Refi,1.254,0.85
677,Refi,1.309,0.85
678,Purchase,1.731,0
678,Refi,0.696,1
678,Purchase,1.577,0.67
678,Purchase,0.812,0
678,Purchase,1.272,0.75
678,Purchase,1.073,0.45
678,Refi,1.094,0.64
678,Purchase,0.986,0
678,Purchase,1.123,0.58
678,Refi,1.124,0.84
678,Refi,1.239,0.85
678,Refi,1.283,0.85
678,Purchase,1.023,0
678,Purchase,1.025,0.45
678,Purchase,1.327,0.75
678,Purchase,0.915,0
678,Purchase,0.929,0.53
678,Purchase,0.950,0
678,Purchase,1.006,0.53
678,Refi,1.358,0.79
678,Purchase,1.113,0.58
678,Purchase,1.116,0.58
678,Purchase,1.129,0
678,Refi,1.178,0.84
678,Refi,1.296,0.85
679,Purchase,0.553,1
679,Purchase,0.702,1
679,Purchase,1.557,0
679,Purchase,0.858,0.88
679,Purchase,0.767,0
679,Refi,0.954,0
679,Purchase,1.356,0.75
679,Purchase,1.394,0
679,Purchase,0.949,0.53
679,Refi,1.410,0.67
679,Refi,1.413,0.67
679,Refi,1.416,0.67
679,Refi,1.446,0
679,Refi,1.316,0
679,Purchase,1.116,0
679,Purchase,1.168,0
679,Refi,1.172,0.84
679,Refi,1.173,0
679,Refi,1.250,0
680,Purchase,0.425,1
680,Refi,1.553,0
680,Purchase,0.789,0.6
680,Purchase,1.215,0.75
680,Purchase,1.259,0.75
680,Refi,0.733,1
680,Purchase,0.964,0
680,Refi,1.393,0.79
680,Refi,1.40206,0
680,Purchase,1.318,0.75
680,Refi,1.106,0
680,Purchase,1.00992,0.53
680,Refi,1.428,0.67
680,Refi,1.442,0.67
680,Refi,1.383,0.79
680,Purchase,1.191,0.58
680,Refi,1.173,0
680,Refi,1.240,0.85
680,Refi,1.241,0.85
680,Refi,1.261,0.85
681,Refi,1.560,0.6
681,Refi,0.917,0.63
681,Purchase,1.323,0.67
681,Purchase,1.197,0
681,Purchase,1.217,0.43
681,Purchase,1.279,0.43
681,Purchase,0.846,0
681,Refi,0.943,0
681,Purchase,1.361,0.67
681,Purchase,1.364,0
681,Purchase,1.405,0
681,Refi,1.342,0
681,Refi,1.356,0.69
681,Purchase,1.106,0.65
681,Refi,1.343,0.69
681,Refi,1.374,0.69
681,Refi,1.417,0
681,Refi,1.420,0.62
681,Purchase,0.973,0.77
681,Refi,1.088,0
681,Refi,1.147,0
681,Purchase,1.079,0.65
681,Refi,1.288,0.48
682,Refi,1.611,1
682,Refi,1.710,0
682,Purchase,0.749,0.67
682,Purchase,1.269,0
682,Purchase,1.301,0.43
682,Purchase,1.303,0
682,Refi,0.933,0
682,Purchase,1.278,0
682,Refi,1.050,0.5
682,Refi,1.185,0.4
682,Purchase,1.065,0
682,Refi,1.438,0.62
682,Refi,1.113,0
682,Refi,1.116,0.4
682,Refi,1.205,0
682,Refi,1.206,0
682,Purchase,1.030,0.65
682,Purchase,1.040,0
682,Purchase,1.045,0
682,Refi,1.279,0
683,Purchase,0.792,0.67
683,Refi,1.555,0.6
683,Purchase,0.887,0.5
683,Purchase,1.124,0
683,Purchase,1.167,0
683,Purchase,1.141,0.2
683,Refi,1.394,0
683,Refi,1.200,0
683,Purchase,1.026,0.65
683,Purchase,0.924,0
683,Purchase,0.974,0.77
683,Refi,1.423,0
683,Refi,1.060,0.5
683,Refi,1.073,0.5
683,Refi,1.205,0.4
683,Purchase,1.016,0
683,Purchase,1.020,0.65
683,Refi,1.231,0
683,Refi,1.276,0.48
684,Purchase,1.838,1
684,Purchase,0.510,0
684,Purchase,1.242,0
684,Refi,0.913,0.63
684,Refi,0.957,0
684,Refi,0.974,0.63
684,Refi,0.994,0.63
684,Purchase,1.122,0
684,Purchase,1.124,0
684,Refi,1.343,0.69
684,Refi,1.491,0.62
684,Refi,1.224,0.48
684,Purchase,0.959,0.77
684,Refi,1.315,0
684,Refi,1.321,0.69
684,Refi,1.466,0.62
684,Refi,1.044,0
684,Refi,1.094,0.5
684,Refi,1.182,0.4
684,Refi,1.187,0
684,Refi,1.194,0.4
684,Purchase,1.073,0
684,Refi,1.249,0
685,Purchase,1.583,1
685,Purchase,0.619,0.5
685,Purchase,1.318,0
685,Purchase,0.835,0
685,Purchase,1.356,0.67
685,Purchase,1.053,0.65
685,Refi,1.268,0
685,Purchase,0.922,0.77
685,Refi,1.332,0.69
685,Refi,1.371,0.69
685,Refi,1.372,0
685,Refi,1.149,0.4
685,Refi,1.267,0.48
686,Refi,1.549,0.6
686,Purchase,0.833,0.5
686,Purchase,1.395,0.67
686,Purchase,1.181,0
686,Purchase,1.064,0.65
686,Refi,1.308,0
686,Purchase,0.964,0.77
686,Refi,1.332,0.69
686,Refi,1.461,0.62
686,Refi,1.467,0.62
686,Refi,1.50264,0.62
686,Purchase,1.002,0.77
686,Refi,1.122,0
686,Refi,1.258,0.48
687,Purchase,0.568,1
687,Purchase,1.629,0
687,Purchase,1.424,0
687,Purchase,0.738,0
687,Refi,0.787,0.67
687,Purchase,0.901,0
687,Purchase,0.943,0.77
687,Purchase,0.955,0.77
687,Refi,1.106,0
687,Purchase,1.093,0
687,Refi,1.023,0.5
687,Refi,1.067,0.5
687,Refi,1.069,0
687,Refi,1.131,0
687,Purchase,1.098,0.65
687,Refi,1.224,0.48
687,Refi,1.227,0.48
687,Refi,1.268,0
687,Refi,1.270,0
687,Refi,1.271,0.48
687,Refi,1.304,0
688,Refi,0.757,0.67
688,Purchase,0.688,0.5
688,Refi,1.533,0
688,Refi,1.543,0
688,Purchase,0.811,0.5
688,Purchase,1.178,0
688,Refi,0.977,0.63
688,Purchase,1.033,0.65
688,Purchase,0.973,0
688,Purchase,0.974,0.77
688,Purchase,1.007,0
688,Refi,1.265,0.48
688,Refi,1.301,0
689,Purchase,0.884,0
689,Refi,1.035,0
689,Purchase,1.167,0.2
689,Purchase,0.636,0
689,Refi,1.435,0
689,Refi,1.015,0
689,Purchase,0.936,0.77
689,Refi,1.416,0.62
689,Refi,1.484,0
689,Refi,1.132,0
689,Refi,1.270,0.48
690,Purchase,0.680,0
690,Purchase,0.837,0.5
690,Refi,1.072,0
690,Refi,1.087,0.5
690,Purchase,1.115,0
690,Purchase,1.474,0.5
690,Refi,0.792,0
690,Purchase,1.318,0.67
690,Purchase,1.347,0.67
690,Purchase,1.067,0.65
690,Refi,1.260,0
690,Refi,1.364,0.69
690,Refi,1.436,0
690,Purchase,1.099,0.65
690,Refi,1.262,0
691,Purchase,0.780,1
691,Refi,0.590,1
691,Refi,1.494,0
691,Refi,1.558,0.67
691,Refi,1.490,0.6
691,Refi,1.284,0.83
691,Refi,1.336,0.62
691,Refi,1.40366,0
691,Purchase,1.188,0.54
691,Purchase,1.212,0.44
691,Purchase,0.947,0
691,Purchase,0.955,0
691,Refi,1.159,0
691,Purchase,1.085,0
692,Refi,1.516,0.67
692,Purchase,0.864,0.73
692,Purchase,1.310,0.44
692,Purchase,0.988,0.75
692,Refi,1.119,0.62
692,Refi,1.262,0.83
692,Purchase,1.133,0.54
692,Purchase,1.174,0
692,Purchase,0.965,0
692,Refi,1.139,0.62
692,Refi,1.142,0
692,Refi,1.200,0
692,Purchase,1.062,0.48
692,Purchase,1.079,0
692,Purchase,1.089,0
692,Purchase,1.098,0
693,Refi,0.836,0.5
693,Refi,1.535,0.67
693,Refi,1.019,0.3
693,Refi,1.415,0.6
693,Purchase,0.860,0.73
693,Refi,1.677,0.5
693,Refi,1.313,0
693,Refi,1.342,0
693,Purchase,1.135,0
693,Purchase,1.211,0
693,Purchase,0.954,0.75
693,Purchase,0.994,0.75
693,Purchase,1.016,0
693,Purchase,1.080,0.48
693,Purchase,1.103,0.48
694,Purchase,0.379,0
694,Refi,0.658,0
694,Refi,0.678,0.5
694,Refi,1.624,0
694,Purchase,1.441,1
694,Refi,1.032,0.3
694,Refi,1.072,0
694,Refi,1.080,0
694,Refi,1.097,0
694,Refi,0.985,0
694,Refi,1.034,0
694,Purchase,1.186,0
694,Purchase,1.203,0.54
694,Refi,1.192,0
694,Purchase,1.020,0
694,Purchase,1.033,0.48
694,Refi,1.277,0.83
694,Refi,1.398,0.62
694,Purchase,1.153,0
694,Purchase,0.956,0.75
694,Refi,1.115,0.62
694,Refi,1.151,0.62
694,Refi,1.170,0
694,Purchase,1.041,0.48
694,Purchase,1.106,0.48
695,Refi,0.504,0
695,Purchase,0.396,0
695,Refi,1.438,0
695,Refi,1.457,0
695,Refi,1.459,0.6
695,Refi,1.50456,0
695,Purchase,0.838,0.73
695,Purchase,0.851,0.73
695,Purchase,1.360,1
695,Purchase,0.877,0
695,Purchase,0.969,0
695,Refi,1.353,0.62
695,Purchase,0.934,0.75
695,Refi,1.206,0.62
696,Purchase,1.478,1
696,Purchase,1.328,1
696,Purchase,1.365,1
696,Purchase,0.896,0.73
696,Purchase,0.629,0
696,Refi,1.089,0
696,Refi,1.431,0.6
696,Refi,1.443,0.6
696,Purchase,0.844,0
696,Refi,1.323,0
696,Purchase,1.147,0.54
696,Refi,1.237,0.83
696,Refi,1.290,0.83
696,Purchase,1.281,0
696,Purchase,1.044,0.48
696,Refi,1.40088,0.62
696,Purchase,1.217,0.44
696,Purchase,1.259,0
696,Purchase,0.959,0.75
696,Purchase,0.967,0.75
696,Refi,1.148,0.62
696,Purchase,1.065,0
696,Purchase,1.077,0
697,Purchase,0.710,0.67
697,Purchase,1.363,1
697,Refi,1.447,0.6
697,Purchase,0.890,0.73
697,Refi,1.212,0.83
697,Refi,1.279,0
697,Refi,1.924,0
697,Purchase,1.229,0
697,Purchase,1.291,0.44
697,Purchase,0.953,0.75
697,Purchase,0.963,0.75
697,Refi,1.374,0.62
697,Purchase,1.182,0
697,Purchase,1.214,0
697,Purchase,0.979,0.75
697,Refi,1.152,0
697,Refi,1.209,0.62
697,Purchase,1.010,0
697,Purchase,1.061,0
697,Purchase,1.110,0.48
698,Purchase,1.523,0
698,Refi,0.543,1
698,Purchase,0.846,0.73
698,Purchase,0.870,0
698,Refi,1.104,0.3
698,Refi,1.214,0.83
698,Refi,1.253,0
698,Refi,0.817,0
698,Purchase,0.585,0
698,Refi,1.527,0.67
698,Refi,1.267,0.83
698,Purchase,1.254,0.44
698,Purchase,0.954,0.75
698,Purchase,1.036,0.48
698,Purchase,1.189,0
698,Purchase,1.217,0
698,Purchase,1.302,0.44
698,Purchase,0.946,0.75
698,Purchase,0.983,0.75
698,Purchase,1.007,0.75
698,Refi,1.191,0
698,Refi,1.206,0.62
698,Purchase,1.022,0.48
699,Refi,1.722,0
699,Refi,0.754,0.5
699,Refi,0.774,0
699,Purchase,0.577,0
699,Purchase,0.590,0
699,Refi,1.071,0
699,Refi,1.297,0.83
699,Refi,1.105,0
699,Refi,1.351,0.62
699,Purchase,0.996,0.75
699,Refi,1.122,0.62
699,Refi,1.384,0.62
699,Purchase,1.150,0.54
699,Purchase,1.224,0
699,Purchase,1.020,0
700,Purchase,0.668,0.67
700,Purchase,1.384,1
700,Refi,1.575,0
700,Refi,1.592,0
700,Purchase,0.891,0.73
700,Refi,1.242,0.83
700,Refi,1.353,0.62
700,Refi,1.398,0
700,Purchase,1.207,0.54
700,Purchase,1.266,0.44
700,Purchase,1.024,0.48
700,Purchase,1.131,0.54
700,Purchase,1.226,0
700,Purchase,1.278,0
700,Purchase,1.009,0
700,Refi,1.133,0.62
700,Refi,1.147,0.62
700,Refi,1.153,0
700,Refi,1.154,0.62
700,Refi,1.185,0.62
700,Purchase,1.057,0
700,Purchase,1.073,0.48
700,Purchase,1.080,0
701,Refi,0.319,0
701,Refi,0.333,1
701,Refi,0.866,0.75
701,Purchase,1.427,1
701,Purchase,1.440,1
701,Refi,1.569,0.67
701,Purchase,0.831,0.55
701,Purchase,0.907,0
701,Refi,1.012,0.64
701,Refi,1.043,0
701,Refi,1.048,0.64
701,Refi,1.439,0
701,Refi,1.513,0
701,Refi,1.041,0
701,Refi,1.317,0.48
701,Refi,1.346,0
701,Refi,1.249,0.41
701,Refi,1.260,0
701,Refi,1.309,0
701,Purchase,1.273,0
701,Purchase,1.279,0.78
701,Purchase,0.986,0.58
701,Refi,1.329,0.48
701,Refi,1.360,0
701,Purchase,1.019,0
701,Purchase,1.022,0.43
701,Purchase,1.038,0.43
701,Purchase,1.043,0.43
701,Purchase,1.120,0.54
702,Purchase,1.438,1
702,Refi,1.477,0
702,Refi,1.090,0.64
702,Refi,1.659,1
702,Refi,0.894,0.75
702,Refi,1.161,0.62
702,Refi,1.327,0
702,Refi,1.140,0.62
702,Refi,1.301,0.41
702,Purchase,1.219,0.78
702,Purchase,1.227,0.78
702,Purchase,0.943,0
702,Refi,1.318,0.48
702,Refi,1.385,0.48
703,Refi,1.932,1
703,Refi,1.740,1
703,Purchase,1.316,0
703,Refi,0.919,0
703,Refi,1.416,0
703,Purchase,1.385,0.67
703,Purchase,1.300,0.78
703,Purchase,1.052,0.43
703,Refi,1.130,0
703,Refi,1.208,0.62
703,Refi,1.251,0.41
703,Refi,1.277,0.41
703,Purchase,0.950,0.58
703,Purchase,1.004,0
703,Refi,1.316,0.48
703,Refi,1.343,0
703,Refi,1.344,0
703,Refi,1.358,0
703,Refi,1.395,0.48
703,Purchase,1.051,0.43
703,Purchase,1.110,0.54
703,Purchase,1.146,0
703,Purchase,1.160,0.54
703,Purchase,1.170,0
703,Purchase,1.180,0.54
703,Purchase,1.197,0.54
704,Purchase,0.794,0.5
704,Refi,0.612,1
704,Refi,1.50136,0
704,Purchase,1.359,0.67
704,Purchase,0.904,0.55
704,Refi,1.067,0
704,Refi,1.069,0.64
704,Purchase,0.846,0
704,Refi,1.169,0
704,Refi,1.312,0.48
704,Refi,1.119,0.62
704,Refi,1.213,0
704,Refi,1.280,0
704,Purchase,0.944,0.58
704,Refi,1.360,0.48
704,Purchase,1.059,0
704,Purchase,1.178,0
705,Purchase,1.722,1
705,Refi,0.941,0.75
705,Refi,1.498,0.33
705,Refi,1.066,0.64
705,Purchase,0.867,0.55
705,Purchase,0.905,0.55
705,Refi,1.057,0.64
705,Purchase,1.339,0.67
705,Purchase,1.390,0.67
705,Purchase,0.892,0.55
705,Refi,1.236,0.41
705,Purchase,0.932,0.58
705,Refi,1.168,0.62
705,Refi,1.195,0
705,Purchase,1.299,0.78
705,Purchase,0.916,0
705,Purchase,0.995,0
705,Refi,1.347,0
705,Refi,1.384,0
705,Purchase,1.098,0.43
705,Purchase,1.107,0
705,Purchase,1.205,0
706,Refi,0.693,1
706,Refi,1.571,0.67
706,Purchase,0.611,0
706,Purchase,0.655,0
706,Refi,1.510,0.67
706,Purchase,1.348,0
706,Refi,1.208,0.62
706,Purchase,0.930,0.58
706,Purchase,1.125,0.54
706,Purchase,1.145,0
706,Purchase,1.184,0
706,Refi,1.217,0
706,Purchase,1.219,0.78
706,Purchase,1.275,0.78
706,Purchase,1.299,0.78
706,Refi,1.322,0
706,Purchase,1.024,0.43
706,Purchase,1.054,0
706,Purchase,1.094,0
706,Purchase,1.120,0.54
706,Purchase,1.142,0.54
706,Purchase,1.205,0
707,Refi,0.831,0.75
707,Purchase,1.493,1
707,Purchase,1.317,0
707,Refi,1.190,0.62
707,Refi,1.246,0.41
707,Purchase,1.233,0
707,Purchase,1.293,0.78
707,Purchase,0.922,0.58
707,Purchase,1.122,0.54
707,Purchase,1.181,0.54
707,Purchase,1.196,0
707,Purchase,1.225,0
707,Purchase,1.251,0.78
707,Purchase,1.257,0
707,Refi,1.317,0.48
707,Purchase,1.196,0.54
708,Purchase,0.481,0.5
708,Refi,1.686,1
708,Refi,1.528,0
708,Purchase,1.321,0.67
708,Refi,1.201,0.62
708,Purchase,1.620,1
708,Refi,1.293,0
